gameid,league,year,date,game,playoffs,side,team,gamelength,result,teamkills,teamdeaths,totalgold,enemy_gold,enemy_team
ESPORTSTMNT01/1434479,PCS,2020,7/24/2020 12:49,1,0,Blue,Alpha Esports,1855,1,12,3,59228,45620,Hong Kong Attitude
ESPORTSTMNT01/1434479,PCS,2020,7/24/2020 12:49,1,0,Red,Hong Kong Attitude,1855,0,3,12,45620,59228,Alpha Esports
6625-8519,LPL,2020,7/24/2020 13:31,3,0,Blue,Royal Never Give Up,2345,0,5,14,65296,71573,LGD Gaming
6625-8519,LPL,2020,7/24/2020 13:31,3,0,Red,LGD Gaming,2345,1,14,5,71573,65296,Royal Never Give Up
ESPORTSTMNT04/1240378,TRA,2020,7/24/2020 13:49,1,0,Blue,Beşiktaş Academy,1683,0,7,24,41629,55376,İstanbul Wildcats Academy
ESPORTSTMNT04/1240378,TRA,2020,7/24/2020 13:49,1,0,Red,İstanbul Wildcats Academy,1683,1,24,8,55376,41629,Beşiktaş Academy
ESPORTSTMNT01/1434505,PCS,2020,7/24/2020 14:24,1,0,Blue,J Team,1808,1,24,11,57751,48519,Liyab Esports
ESPORTSTMNT01/1434505,PCS,2020,7/24/2020 14:24,1,0,Red,Liyab Esports,1808,0,11,24,48519,57751,J Team
ESPORTSTMNT04/1240382,TRA,2020,7/24/2020 14:44,1,0,Blue,Galatasaray Academy,2320,0,13,12,67159,67054,Royal Youth Academy
ESPORTSTMNT04/1240382,TRA,2020,7/24/2020 14:44,1,0,Red,Royal Youth Academy,2320,1,12,13,67054,67159,Galatasaray Academy
ESPORTSTMNT04/1240386,LEC,2020,7/24/2020 15:11,1,0,Blue,SK Gaming,1904,0,9,15,52311,58744,Excel Esports
ESPORTSTMNT04/1240386,LEC,2020,7/24/2020 15:11,1,0,Red,Excel Esports,1904,1,15,9,58744,52311,SK Gaming
ESPORTSTMNT04/1250395,LEC,2020,7/24/2020 16:00,1,0,Blue,Origen,2376,0,3,17,63095,75014,Team Vitality
ESPORTSTMNT04/1250395,LEC,2020,7/24/2020 16:00,1,0,Red,Team Vitality,2376,1,17,3,75014,63095,Origen
ESPORTSTMNT04/1240393,TRA,2020,7/24/2020 16:13,1,0,Blue,1907 Fenerbahçe Academy,2404,0,8,17,66280,72138,Galakticos Academy
ESPORTSTMNT04/1240393,TRA,2020,7/24/2020 16:13,1,0,Red,Galakticos Academy,2404,1,17,8,72138,66280,1907 Fenerbahçe Academy
ESPORTSTMNT04/1250400,LEC,2020,7/24/2020 16:56,1,0,Blue,G2 Esports,2173,0,9,32,59000,73289,FC Schalke 04 Esports
ESPORTSTMNT04/1250400,LEC,2020,7/24/2020 16:56,1,0,Red,FC Schalke 04 Esports,2173,1,32,9,73289,59000,G2 Esports
ESPORTSTMNT04/1240399,TRA,2020,7/24/2020 17:12,1,0,Blue,SuperMassive Academy,2409,0,8,17,63717,69670,Team AURORA Academy
ESPORTSTMNT04/1240399,TRA,2020,7/24/2020 17:12,1,0,Red,Team AURORA Academy,2409,1,17,8,69670,63717,SuperMassive Academy
ESPORTSTMNT01/1434546,LCS.A,2020,7/24/2020 17:30,1,0,Blue,Immortals Academy,1979,0,11,22,58457,61931,Cloud9 Academy
ESPORTSTMNT01/1434546,LCS.A,2020,7/24/2020 17:30,1,0,Red,Cloud9 Academy,1979,1,22,11,61931,58457,Immortals Academy
ESPORTSTMNT01/1424413,LCS.A,2020,7/24/2020 17:36,1,0,Blue,TSM Academy,2192,1,9,21,66526,63560,CLG Academy
ESPORTSTMNT01/1424413,LCS.A,2020,7/24/2020 17:36,1,0,Red,CLG Academy,2192,0,21,9,63560,66526,TSM Academy
ESPORTSTMNT04/1240401,LEC,2020,7/24/2020 18:09,1,0,Blue,Misfits Gaming,2397,0,5,11,65365,71217,Rogue
ESPORTSTMNT04/1240401,LEC,2020,7/24/2020 18:09,1,0,Red,Rogue,2397,1,11,5,71217,65365,Misfits Gaming
ESPORTSTMNT04/1240403,TRA,2020,7/24/2020 18:19,1,0,Blue,5 Ronin Academy,1800,1,21,11,58580,50613,Dark Passage Academy
ESPORTSTMNT04/1240403,TRA,2020,7/24/2020 18:19,1,0,Red,Dark Passage Academy,1800,0,11,21,50613,58580,5 Ronin Academy
ESPORTSTMNT01/1434574,LCS.A,2020,7/24/2020 18:50,1,0,Blue,Dignitas Academy,2104,1,17,8,62186,56363,Evil Geniuses Academy
ESPORTSTMNT01/1434574,LCS.A,2020,7/24/2020 18:50,1,0,Red,Evil Geniuses Academy,2104,0,8,17,56363,62186,Dignitas Academy
ESPORTSTMNT01/1424446,LCS.A,2020,7/24/2020 18:53,1,0,Blue,Team Liquid Academy,2255,0,9,16,64350,71740,FlyQuest Academy
ESPORTSTMNT01/1424446,LCS.A,2020,7/24/2020 18:53,1,0,Red,FlyQuest Academy,2255,1,16,9,71740,64350,Team Liquid Academy
ESPORTSTMNT01/1424448,LCS.A,2020,7/24/2020 18:55,1,0,Blue,Golden Guardians Academy,1915,0,10,20,51678,61480,100 Thieves Academy
ESPORTSTMNT01/1424448,LCS.A,2020,7/24/2020 18:55,1,0,Red,100 Thieves Academy,1915,1,20,10,61480,51678,Golden Guardians Academy
ESPORTSTMNT04/1250405,LEC,2020,7/24/2020 19:10,1,0,Blue,Fnatic,2193,0,11,22,60447,68988,MAD Lions
ESPORTSTMNT04/1250405,LEC,2020,7/24/2020 19:10,1,0,Red,MAD Lions,2193,1,22,11,68988,60447,Fnatic
ESPORTSTMNT01/1434629,LMF,2020,7/24/2020 20:53,1,0,Blue,Undead Gaming,1847,1,12,7,56081,51138,Isurus Academy
ESPORTSTMNT01/1434629,LMF,2020,7/24/2020 20:53,1,0,Red,Isurus Academy,1847,0,7,13,51138,56081,Undead Gaming
ESPORTSTMNT01/1434649,LMF,2020,7/24/2020 22:12,1,0,Blue,Coliseo Dragons,1556,0,2,14,37551,48846,Intel New Indians
ESPORTSTMNT01/1434649,LMF,2020,7/24/2020 22:12,1,0,Red,Intel New Indians,1556,1,14,2,48846,37551,Coliseo Dragons
ESPORTSTMNT01/1434661,LMF,2020,7/24/2020 23:06,1,0,Blue,Nocturns Gaming,2018,1,17,9,61564,59342,Feint Gaming
ESPORTSTMNT01/1434661,LMF,2020,7/24/2020 23:06,1,0,Red,Feint Gaming,2018,0,9,17,59342,61564,Nocturns Gaming
ESPORTSTMNT01/1434677,LMF,2020,7/25/2020 0:28,1,0,Blue,9z Team,2240,1,26,7,71567,57503,River Plate Esports
ESPORTSTMNT01/1434677,LMF,2020,7/25/2020 0:28,1,0,Red,River Plate Esports,2240,0,7,26,57503,71567,9z Team
ESPORTSTMNT01/1434678,LCS,2020,7/25/2020 0:38,1,0,Blue,Evil Geniuses,1829,1,12,3,56462,45845,Immortals
ESPORTSTMNT01/1434678,LCS,2020,7/25/2020 0:38,1,0,Red,Immortals,1829,0,3,12,45845,56462,Evil Geniuses
ESPORTSTMNT01/1434695,LCS,2020,7/25/2020 1:35,1,0,Blue,Team Liquid,2089,0,2,12,53177,65840,FlyQuest
ESPORTSTMNT01/1434695,LCS,2020,7/25/2020 1:35,1,0,Red,FlyQuest,2089,1,12,2,65840,53177,Team Liquid
ESPORTSTMNT01/1434702,LMF,2020,7/25/2020 1:47,1,0,Blue,Furious Gaming Argentina,1807,0,8,14,46100,58445,Malvinas Gaming
ESPORTSTMNT01/1434702,LMF,2020,7/25/2020 1:47,1,0,Red,Malvinas Gaming,1807,1,14,8,58445,46100,Furious Gaming Argentina
ESPORTSTMNT01/1434733,LJL,2020,7/25/2020 3:44,1,0,Blue,Sengoku Gaming,2726,0,5,18,71249,80345,AXIZ
ESPORTSTMNT01/1434733,LJL,2020,7/25/2020 3:44,1,0,Red,AXIZ,2726,1,18,5,80345,71249,Sengoku Gaming
6458-8520,LDL,2020,7/25/2020 5:11,1,0,Blue,Young Miracles,1917,1,21,5,64145,51810,Shu Dai Xiong Gaming
6458-8520,LDL,2020,7/25/2020 5:11,1,0,Red,Shu Dai Xiong Gaming,1917,0,5,21,51810,64145,Young Miracles
ESPORTSTMNT01/1434745,LJL,2020,7/25/2020 5:16,1,0,Blue,Rascal Jester,1349,0,2,22,32410,49295,Sengoku Gaming
ESPORTSTMNT01/1434745,LJL,2020,7/25/2020 5:16,1,0,Red,Sengoku Gaming,1349,1,22,2,49295,32410,Rascal Jester
ESPORTSTMNT01/1424591,OPL,2020,7/25/2020 5:55,1,0,Blue,Legacy Esports,1801,1,16,3,59582,45646,ORDER
ESPORTSTMNT01/1424591,OPL,2020,7/25/2020 5:55,1,0,Red,ORDER,1801,0,3,16,45646,59582,Legacy Esports
6458-8521,LDL,2020,7/25/2020 6:05,2,0,Blue,Young Miracles,2460,0,20,21,70944,77701,Shu Dai Xiong Gaming
6458-8521,LDL,2020,7/25/2020 6:05,2,0,Red,Shu Dai Xiong Gaming,2460,1,21,20,77701,70944,Young Miracles
ESPORTSTMNT01/1434754,LJL,2020,7/25/2020 6:14,1,0,Blue,Rascal Jester,2242,0,12,22,59006,69836,Burning Core
ESPORTSTMNT01/1434754,LJL,2020,7/25/2020 6:14,1,0,Red,Burning Core,2242,1,22,12,69836,59006,Rascal Jester
ESPORTSTMNT01/1424599,OPL,2020,7/25/2020 6:43,1,0,Blue,Chiefs Esports Club,1397,1,17,4,45975,32421,Gravitas
ESPORTSTMNT01/1424599,OPL,2020,7/25/2020 6:43,1,0,Red,Gravitas,1397,0,4,17,32421,45975,Chiefs Esports Club
6458-8522,LDL,2020,7/25/2020 7:08,3,0,Blue,Young Miracles,1698,0,9,19,44408,58162,Shu Dai Xiong Gaming
6458-8522,LDL,2020,7/25/2020 7:08,3,0,Red,Shu Dai Xiong Gaming,1698,1,19,9,58162,44408,Young Miracles
6460-8523,LDL,2020,7/25/2020 7:08,1,0,Blue,Bilibili Gaming Junior,2519,0,10,17,66097,75358,Invictus Gaming Young
6460-8523,LDL,2020,7/25/2020 7:08,1,0,Red,Invictus Gaming Young,2519,1,17,10,75358,66097,Bilibili Gaming Junior
ESPORTSTMNT01/1424622,OPL,2020,7/25/2020 7:29,1,0,Blue,MAMMOTH,2593,0,8,18,76735,77949,Pentanet.GG
ESPORTSTMNT01/1424622,OPL,2020,7/25/2020 7:29,1,0,Red,Pentanet.GG,2593,1,18,8,77949,76735,MAMMOTH
ESPORTSTMNT01/1434783,LJL,2020,7/25/2020 7:32,1,0,Blue,Burning Core,1936,1,17,5,61122,51009,AXIZ
ESPORTSTMNT01/1434783,LJL,2020,7/25/2020 7:32,1,0,Red,AXIZ,1936,0,5,17,51009,61122,Burning Core
ESPORTSTMNT01/1434787,LCK,2020,7/25/2020 7:35,1,0,Blue,Hanwha Life Esports,1801,1,7,4,50915,52767,T1
ESPORTSTMNT01/1434787,LCK,2020,7/25/2020 7:35,1,0,Red,T1,1801,0,4,7,52767,50915,Hanwha Life Esports
6459-8525,LDL,2020,7/25/2020 8:13,1,0,Blue,Victorious Gaming,1531,0,6,18,43316,51554,JingNetGame
6459-8525,LDL,2020,7/25/2020 8:13,1,0,Red,JingNetGame,1531,1,18,6,51554,43316,Victorious Gaming
6460-8524,LDL,2020,7/25/2020 8:13,2,0,Blue,Invictus Gaming Young,1847,1,20,3,64537,44763,Bilibili Gaming Junior
6460-8524,LDL,2020,7/25/2020 8:13,2,0,Red,Bilibili Gaming Junior,1847,0,3,20,44763,64537,Invictus Gaming Young
ESPORTSTMNT01/1434793,PCS,2020,7/25/2020 8:31,1,0,Blue,ahq eSports Club,1779,1,18,5,55354,43734,Liyab Esports
ESPORTSTMNT01/1434793,PCS,2020,7/25/2020 8:31,1,0,Red,Liyab Esports,1779,0,5,18,43734,55354,ahq eSports Club
ESPORTSTMNT01/1434795,LJL,2020,7/25/2020 8:35,1,0,Blue,V3 Esports,1972,1,20,5,63121,49732,DetonatioN FocusMe
ESPORTSTMNT01/1434795,LJL,2020,7/25/2020 8:35,1,0,Red,DetonatioN FocusMe,1972,0,5,20,49732,63121,V3 Esports
ESPORTSTMNT01/1424633,OPL,2020,7/25/2020 8:35,1,0,Blue,Avant Gaming,2245,1,20,12,68339,57562,Dire Wolves
ESPORTSTMNT01/1424633,OPL,2020,7/25/2020 8:35,1,0,Red,Dire Wolves,2245,0,12,20,57562,68339,Avant Gaming
ESPORTSTMNT01/1434797,LCK,2020,7/25/2020 8:45,2,0,Blue,T1,1523,1,13,4,46694,39879,Hanwha Life Esports
ESPORTSTMNT01/1434797,LCK,2020,7/25/2020 8:45,2,0,Red,Hanwha Life Esports,1523,0,4,13,39879,46694,T1
6459-8526,LDL,2020,7/25/2020 9:02,2,0,Blue,JingNetGame,1632,1,21,10,55058,42363,Victorious Gaming
6459-8526,LDL,2020,7/25/2020 9:02,2,0,Red,Victorious Gaming,1632,0,10,21,42363,55058,JingNetGame
6626-8527,LPL,2020,7/25/2020 9:18,1,0,Blue,Vici Gaming,1690,1,16,1,52952,39877,Oh My God
6626-8527,LPL,2020,7/25/2020 9:18,1,0,Red,Oh My God,1690,0,1,16,39877,52952,Vici Gaming
6462-8532,LDL,2020,7/25/2020 9:24,1,0,Blue,LGD Gaming Young Team,1777,1,13,6,52995,50498,eStar Young
6462-8532,LDL,2020,7/25/2020 9:24,1,0,Red,eStar Young,1777,0,6,13,50498,52995,LGD Gaming Young Team
ESPORTSTMNT01/1434800,LCK,2020,7/25/2020 9:25,3,0,Blue,Hanwha Life Esports,1587,0,7,17,42559,53612,T1
ESPORTSTMNT01/1434800,LCK,2020,7/25/2020 9:25,3,0,Red,T1,1587,1,17,7,53612,42559,Hanwha Life Esports
ESPORTSTMNT01/1434810,VCS,2020,7/25/2020 9:44,1,0,Blue,Team Flash,1835,1,17,11,58067,51074,CERBERUS Esports
ESPORTSTMNT01/1434810,VCS,2020,7/25/2020 9:44,1,0,Red,CERBERUS Esports,1835,0,11,17,51074,58067,Team Flash
ESPORTSTMNT01/1434812,PCS,2020,7/25/2020 9:46,1,0,Blue,Hong Kong Attitude,2371,1,15,5,69860,61161,Nova Esports
ESPORTSTMNT01/1434812,PCS,2020,7/25/2020 9:46,1,0,Red,Nova Esports,2371,0,5,15,61161,69860,Hong Kong Attitude
ESPORTSTMNT01/1434814,LJL,2020,7/25/2020 10:00,1,0,Blue,V3 Esports,2290,0,9,21,58518,68830,Crest Gaming Act
ESPORTSTMNT01/1434814,LJL,2020,7/25/2020 10:00,1,0,Red,Crest Gaming Act,2290,1,21,9,68830,58518,V3 Esports
6461-8530,LDL,2020,7/25/2020 10:07,1,0,Blue,FunPlus Phoenix Blaze,1371,1,14,4,46255,35471,WanZhen Esports Club
6461-8530,LDL,2020,7/25/2020 10:07,1,0,Red,WanZhen Esports Club,1371,0,4,14,35471,46255,FunPlus Phoenix Blaze
6626-8528,LPL,2020,7/25/2020 10:12,2,0,Blue,Oh My God,1649,1,22,5,52640,42917,Vici Gaming
6626-8528,LPL,2020,7/25/2020 10:12,2,0,Red,Vici Gaming,1649,0,5,22,42917,52640,Oh My God
6462-8533,LDL,2020,7/25/2020 10:14,2,0,Blue,LGD Gaming Young Team,1956,0,4,20,49860,66872,eStar Young
6462-8533,LDL,2020,7/25/2020 10:14,2,0,Red,eStar Young,1956,1,20,4,66872,49860,LGD Gaming Young Team
ESPORTSTMNT04/1240418,TCL,2020,7/25/2020 10:27,1,0,Blue,Beşiktaş Esports,1382,1,19,6,45687,35915,Royal Youth
ESPORTSTMNT04/1240418,TCL,2020,7/25/2020 10:27,1,0,Red,Royal Youth,1382,0,6,19,35915,45687,Beşiktaş Esports
ESPORTSTMNT01/1434821,LCK,2020,7/25/2020 10:32,1,0,Blue,DRX,2189,1,17,14,67428,62020,Gen.G
ESPORTSTMNT01/1434821,LCK,2020,7/25/2020 10:32,1,0,Red,Gen.G,2189,0,14,17,62020,67428,DRX
ESPORTSTMNT01/1434830,VCS,2020,7/25/2020 10:49,2,0,Blue,CERBERUS Esports,2018,0,16,26,60263,62314,Team Flash
ESPORTSTMNT01/1434830,VCS,2020,7/25/2020 10:49,2,0,Red,Team Flash,2018,1,26,16,62314,60263,CERBERUS Esports
6461-8531,LDL,2020,7/25/2020 10:52,2,0,Blue,WanZhen Esports Club,2583,0,24,24,74512,78612,FunPlus Phoenix Blaze
6461-8531,LDL,2020,7/25/2020 10:52,2,0,Red,FunPlus Phoenix Blaze,2583,1,24,24,78612,74512,WanZhen Esports Club
ESPORTSTMNT01/1434837,PCS,2020,7/25/2020 10:56,1,0,Blue,J Team,1838,1,20,10,56935,48517,Resurgence
ESPORTSTMNT01/1434837,PCS,2020,7/25/2020 10:56,1,0,Red,Resurgence,1838,0,10,20,48517,56935,J Team
6626-8529,LPL,2020,7/25/2020 10:59,3,0,Blue,Vici Gaming,2197,1,10,3,62827,57284,Oh My God
6626-8529,LPL,2020,7/25/2020 10:59,3,0,Red,Oh My God,2197,0,3,10,57284,62827,Vici Gaming
6462-8534,LDL,2020,7/25/2020 11:07,3,0,Blue,LGD Gaming Young Team,1700,1,23,6,57197,45990,eStar Young
6462-8534,LDL,2020,7/25/2020 11:07,3,0,Red,eStar Young,1700,0,6,23,45990,57197,LGD Gaming Young Team
ESPORTSTMNT01/1434842,LJL,2020,7/25/2020 11:09,1,0,Blue,Crest Gaming Act,1589,1,11,0,49628,40111,Fukuoka SoftBank Hawks gaming
ESPORTSTMNT01/1434842,LJL,2020,7/25/2020 11:09,1,0,Red,Fukuoka SoftBank Hawks gaming,1589,0,0,11,40111,49628,Crest Gaming Act
ESPORTSTMNT04/1240424,TCL,2020,7/25/2020 11:28,1,0,Blue,İstanbul Wildcats,1715,1,18,6,54634,43573,Team AURORA
ESPORTSTMNT04/1240424,TCL,2020,7/25/2020 11:28,1,0,Red,Team AURORA,1715,0,6,18,43573,54634,İstanbul Wildcats
ESPORTSTMNT01/1434853,VCS,2020,7/25/2020 11:52,1,0,Blue,Team Secret,1916,1,19,12,65483,54889,EVOS Esports
ESPORTSTMNT01/1434853,VCS,2020,7/25/2020 11:52,1,0,Red,EVOS Esports,1916,0,12,19,54889,65483,Team Secret
ESPORTSTMNT01/1434854,LCK,2020,7/25/2020 11:58,2,0,Blue,Gen.G,1962,1,13,11,60327,56056,DRX
ESPORTSTMNT01/1434854,LCK,2020,7/25/2020 11:58,2,0,Red,DRX,1962,0,11,13,56056,60327,Gen.G
ESPORTSTMNT01/1434862,PCS,2020,7/25/2020 12:05,1,0,Blue,Machi Esports,1780,0,7,20,50027,57540,Alpha Esports
ESPORTSTMNT01/1434862,PCS,2020,7/25/2020 12:05,1,0,Red,Alpha Esports,1780,1,19,7,57540,50027,Machi Esports
6627-8535,LPL,2020,7/25/2020 12:07,1,0,Blue,EDward Gaming,1729,1,15,7,56269,45004,FunPlus Phoenix
6627-8535,LPL,2020,7/25/2020 12:07,1,0,Red,FunPlus Phoenix,1729,0,6,15,45004,56269,EDward Gaming
ESPORTSTMNT01/1434866,LJL,2020,7/25/2020 12:12,1,0,Blue,DetonatioN FocusMe,2105,0,6,17,54989,65404,Fukuoka SoftBank Hawks gaming
ESPORTSTMNT01/1434866,LJL,2020,7/25/2020 12:12,1,0,Red,Fukuoka SoftBank Hawks gaming,2105,1,17,6,65404,54989,DetonatioN FocusMe
ESPORTSTMNT04/1250420,LCL,2020,7/25/2020 12:28,1,0,Blue,Unicorns Of Love.CIS,1894,1,16,16,60040,54977,CrowCrowd
ESPORTSTMNT04/1250420,LCL,2020,7/25/2020 12:28,1,0,Red,CrowCrowd,1894,0,16,16,54977,60040,Unicorns Of Love.CIS
ESPORTSTMNT04/1240425,TCL,2020,7/25/2020 12:33,1,0,Blue,5 Ronin,1707,0,3,16,43031,57652,Galakticos
ESPORTSTMNT04/1240425,TCL,2020,7/25/2020 12:33,1,0,Red,Galakticos,1707,1,16,3,57652,43031,5 Ronin
6627-8536,LPL,2020,7/25/2020 12:55,2,0,Blue,FunPlus Phoenix,1989,1,13,6,62167,53632,EDward Gaming
6627-8536,LPL,2020,7/25/2020 12:55,2,0,Red,EDward Gaming,1989,0,6,13,53632,62167,FunPlus Phoenix
ESPORTSTMNT01/1434878,LCK,2020,7/25/2020 12:55,3,0,Blue,DRX,2319,1,11,5,73446,65432,Gen.G
ESPORTSTMNT01/1434878,LCK,2020,7/25/2020 12:55,3,0,Red,Gen.G,2319,0,5,11,65432,73446,DRX
ESPORTSTMNT01/1434879,VCS,2020,7/25/2020 12:58,2,0,Blue,EVOS Esports,1944,1,22,9,63299,51439,Team Secret
ESPORTSTMNT01/1434879,VCS,2020,7/25/2020 12:58,2,0,Red,Team Secret,1944,0,9,22,51439,63299,EVOS Esports
ESPORTSTMNT01/1434880,PCS,2020,7/25/2020 13:08,1,0,Blue,J Team,1604,0,7,16,40501,52549,PSG Talon
ESPORTSTMNT01/1434880,PCS,2020,7/25/2020 13:08,1,0,Red,PSG Talon,1604,1,16,7,52549,40501,J Team
ESPORTSTMNT04/1240434,TCL,2020,7/25/2020 13:29,1,0,Blue,1907 Fenerbahçe Esports,1735,0,3,15,43255,54879,Galatasaray Esports
ESPORTSTMNT04/1240434,TCL,2020,7/25/2020 13:29,1,0,Red,Galatasaray Esports,1735,1,15,3,54879,43255,1907 Fenerbahçe Esports
6627-8537,LPL,2020,7/25/2020 13:47,3,0,Blue,EDward Gaming,1740,0,7,8,52934,51171,FunPlus Phoenix
6627-8537,LPL,2020,7/25/2020 13:47,3,0,Red,FunPlus Phoenix,1740,1,8,7,51171,52934,EDward Gaming
ESPORTSTMNT04/1250429,LCL,2020,7/25/2020 13:51,1,0,Blue,Dragon Army,3153,0,12,22,84616,89839,One Breath Gaming
ESPORTSTMNT04/1250429,LCL,2020,7/25/2020 13:51,1,0,Red,One Breath Gaming,3153,1,22,12,89839,84616,Dragon Army
ESPORTSTMNT01/1434896,VCS,2020,7/25/2020 13:51,3,0,Blue,Team Secret,1723,1,15,4,57058,43551,EVOS Esports
ESPORTSTMNT01/1434896,VCS,2020,7/25/2020 13:51,3,0,Red,EVOS Esports,1723,0,4,15,43551,57058,Team Secret
ESPORTSTMNT01/1424737,PCS,2020,7/25/2020 14:07,1,0,Blue,Berjaya Dragons,1967,0,8,15,50569,61648,Machi Esports
ESPORTSTMNT01/1424737,PCS,2020,7/25/2020 14:07,1,0,Red,Machi Esports,1967,1,15,8,61648,50569,Berjaya Dragons
ESPORTSTMNT04/1240449,TCL,2020,7/25/2020 14:18,1,0,Blue,Dark Passage,1718,0,3,14,45636,55861,SuperMassive Esports
ESPORTSTMNT04/1240449,TCL,2020,7/25/2020 14:18,1,0,Red,SuperMassive Esports,1718,1,14,3,55861,45636,Dark Passage
ESPORTSTMNT04/1240457,LEC,2020,7/25/2020 14:29,1,0,Blue,Team Vitality,2210,0,10,8,60213,65553,Excel Esports
ESPORTSTMNT04/1240457,LEC,2020,7/25/2020 14:29,1,0,Red,Excel Esports,2210,1,8,10,65553,60213,Team Vitality
ESPORTSTMNT04/1250450,LEC,2020,7/25/2020 15:00,1,0,Blue,FC Schalke 04 Esports,2161,1,19,10,68231,56360,Misfits Gaming
ESPORTSTMNT04/1250450,LEC,2020,7/25/2020 15:00,1,0,Red,Misfits Gaming,2161,0,8,19,56360,68231,FC Schalke 04 Esports
ESPORTSTMNT04/1250451,LCL,2020,7/25/2020 15:09,1,0,Blue,Elements Pro Gaming,1597,0,3,15,38345,49252,Vega Squadron
ESPORTSTMNT04/1250451,LCL,2020,7/25/2020 15:09,1,0,Red,Vega Squadron,1597,1,15,3,49252,38345,Elements Pro Gaming
ESPORTSTMNT01/1434924,CBLOL,2020,7/25/2020 15:18,1,0,Blue,Vivo Keyd,1706,0,5,18,43077,53553,Santos e-Sports
ESPORTSTMNT01/1434924,CBLOL,2020,7/25/2020 15:18,1,0,Red,Santos e-Sports,1706,1,18,5,53553,43077,Vivo Keyd
ESPORTSTMNT04/1250454,LCL,2020,7/25/2020 15:57,1,0,Blue,RoX,1200,0,2,17,28359,42088,Gambit Esports
ESPORTSTMNT04/1250454,LCL,2020,7/25/2020 15:57,1,0,Red,Gambit Esports,1200,1,17,2,42088,28359,RoX
ESPORTSTMNT04/1240464,LEC,2020,7/25/2020 16:19,1,0,Blue,SK Gaming,1702,1,20,9,55068,45178,MAD Lions
ESPORTSTMNT04/1240464,LEC,2020,7/25/2020 16:19,1,0,Red,MAD Lions,1702,0,9,20,45178,55068,SK Gaming
ESPORTSTMNT04/1250455,LEC,2020,7/25/2020 16:56,1,0,Blue,Origen,1890,0,7,22,46740,63581,Fnatic
ESPORTSTMNT04/1250455,LEC,2020,7/25/2020 16:56,1,0,Red,Fnatic,1890,1,22,7,63581,46740,Origen
ESPORTSTMNT01/1434957,CBLOL,2020,7/25/2020 16:59,1,0,Blue,INTZ,1628,1,21,9,53653,47158,FURIA Esports
ESPORTSTMNT01/1434957,CBLOL,2020,7/25/2020 16:59,1,0,Red,FURIA Esports,1628,0,9,21,47158,53653,INTZ
ESPORTSTMNT01/1434977,CBLOL,2020,7/25/2020 17:53,1,0,Blue,Flamengo Esports,1839,0,6,16,46448,61250,paiN Gaming
ESPORTSTMNT01/1434977,CBLOL,2020,7/25/2020 17:53,1,0,Red,paiN Gaming,1839,1,16,6,61250,46448,Flamengo Esports
ESPORTSTMNT04/1250460,LEC,2020,7/25/2020 17:53,1,0,Blue,Rogue,2266,0,18,14,64410,68772,G2 Esports
ESPORTSTMNT04/1250460,LEC,2020,7/25/2020 17:53,1,0,Red,G2 Esports,2266,1,14,18,68772,64410,Rogue
ESPORTSTMNT01/1434988,CBLOL,2020,7/25/2020 19:00,1,0,Blue,KaBuM! e-Sports,2665,1,20,17,82856,74921,Prodigy Esports
ESPORTSTMNT01/1434988,CBLOL,2020,7/25/2020 19:00,1,0,Red,Prodigy Esports,2665,0,17,20,74921,82856,KaBuM! e-Sports
ESPORTSTMNT01/1424819,LLA,2020,7/25/2020 19:17,1,0,Blue,Rainbow7,1966,1,10,5,61889,51112,Pixel Esports Club
ESPORTSTMNT01/1424819,LLA,2020,7/25/2020 19:17,1,0,Red,Pixel Esports Club,1966,0,5,10,51112,61889,Rainbow7
ESPORTSTMNT01/1424822,LCS,2020,7/25/2020 19:29,1,0,Blue,100 Thieves,1888,1,20,5,63702,50252,Counter Logic Gaming
ESPORTSTMNT01/1424822,LCS,2020,7/25/2020 19:29,1,0,Red,Counter Logic Gaming,1888,0,5,20,50252,63702,100 Thieves
ESPORTSTMNT01/1424834,LLA,2020,7/25/2020 20:04,1,0,Blue,XTEN Esports,2290,0,16,17,65921,71576,Infinity Esports
ESPORTSTMNT01/1424834,LLA,2020,7/25/2020 20:04,1,0,Red,Infinity Esports,2290,1,17,17,71576,65921,XTEN Esports
ESPORTSTMNT01/1424842,LCS,2020,7/25/2020 20:36,1,0,Blue,TSM,1522,1,9,3,49837,38849,Dignitas
ESPORTSTMNT01/1424842,LCS,2020,7/25/2020 20:36,1,0,Red,Dignitas,1522,0,3,9,38849,49837,TSM
ESPORTSTMNT01/1424858,LLA,2020,7/25/2020 21:10,1,0,Blue,Azules Esports,1615,0,2,17,41202,53180,Isurus
ESPORTSTMNT01/1424858,LLA,2020,7/25/2020 21:10,1,0,Red,Isurus,1615,1,17,2,53180,41202,Azules Esports
ESPORTSTMNT01/1424862,LCS,2020,7/25/2020 21:25,1,0,Blue,FlyQuest,2441,1,13,11,71125,63477,Golden Guardians
ESPORTSTMNT01/1424862,LCS,2020,7/25/2020 21:25,1,0,Red,Golden Guardians,2441,0,11,13,63477,71125,FlyQuest
ESPORTSTMNT01/1424879,LLA,2020,7/25/2020 22:04,1,0,Blue,All Knights,2275,1,13,3,71267,59878,Furious Gaming
ESPORTSTMNT01/1424879,LLA,2020,7/25/2020 22:04,1,0,Red,Furious Gaming,2275,0,3,13,59878,71267,All Knights
