gameid,league,year,date,game,playoffs,side,team,gamelength,result,teamkills,teamdeaths,totalgold,enemy_gold,enemy_team
ESPORTSTMNT01/1280800,PGN,2020,1/22/2020 20:26,1,0,Red,Campus Party Sparks,2070,1,21,8,62212,51482,Cyberground Gaming
ESPORTSTMNT01/1270802,LFL,2020,1/22/2020 20:52,1,0,Blue,LDLC OL,1674,1,12,11,49356,45118,Solary
ESPORTSTMNT01/1270802,LFL,2020,1/22/2020 20:52,1,0,Red,Solary,1674,0,10,12,45118,49356,LDLC OL
ESPORTSTMNT01/1270814,LFL,2020,1/22/2020 21:49,1,0,Blue,Vitality.Bee,2240,1,26,22,70916,65702,Team MCES
ESPORTSTMNT01/1270814,LFL,2020,1/22/2020 21:49,1,0,Red,Team MCES,2240,0,22,26,65702,70916,Vitality.Bee
ESPORTSTMNT02/1260284,PGN,2020,1/23/2020 16:21,1,0,Blue,QLASH Forge,1681,0,6,20,42641,56821,Racoon
ESPORTSTMNT02/1260284,PGN,2020,1/23/2020 16:21,1,0,Red,Racoon,1681,1,20,6,56821,42641,QLASH Forge
ESPORTSTMNT03/1310947,PRM,2020,1/23/2020 16:29,1,0,Blue,mousesports,1695,1,14,10,54331,43929,SK Gaming Prime
ESPORTSTMNT03/1310947,PRM,2020,1/23/2020 16:29,1,0,Red,SK Gaming Prime,1695,0,10,14,43929,54331,mousesports
ESPORTSTMNT02/1260291,SLO,2020,1/23/2020 16:40,1,0,Blue,MAD Lions Madrid,1803,1,13,4,55398,45399,S2V Esports
ESPORTSTMNT02/1260291,SLO,2020,1/23/2020 16:40,1,0,Red,S2V Esports,1803,0,4,13,45399,55398,MAD Lions Madrid
ESPORTSTMNT03/1310965,PRM,2020,1/23/2020 17:41,1,0,Blue,ad hoc gaming,1949,0,3,13,51177,58886,Berlin International Gaming
ESPORTSTMNT03/1310965,PRM,2020,1/23/2020 17:41,1,0,Red,Berlin International Gaming,1949,1,13,3,58886,51177,ad hoc gaming
ESPORTSTMNT02/1260312,PGN,2020,1/23/2020 17:41,1,0,Blue,Outplayed,2042,0,9,17,55837,60005,Samsung Morning Stars
ESPORTSTMNT02/1260312,PGN,2020,1/23/2020 17:41,1,0,Red,Samsung Morning Stars,2042,1,17,9,60005,55837,Outplayed
ESPORTSTMNT02/1260318,SLO,2020,1/23/2020 17:48,1,0,Blue,eMonkeyz,2492,0,15,27,65643,79306,Team Queso
ESPORTSTMNT02/1260318,SLO,2020,1/23/2020 17:48,1,0,Red,Team Queso,2492,1,27,15,79306,65643,eMonkeyz
ESPORTSTMNT02/1260333,PGN,2020,1/23/2020 18:44,1,0,Blue,Campus Party Sparks,1931,0,5,22,47981,64201,YDN Esports
ESPORTSTMNT02/1260333,PGN,2020,1/23/2020 18:44,1,0,Red,YDN Esports,1931,1,22,5,64201,47981,Campus Party Sparks
ESPORTSTMNT03/1310990,PRM,2020,1/23/2020 18:52,1,0,Blue,Unicorns Of Love Sexy Edition,1280,1,24,5,45404,30735,mYinsanity
ESPORTSTMNT03/1310990,PRM,2020,1/23/2020 18:52,1,0,Red,mYinsanity,1280,0,5,24,30735,45404,Unicorns Of Love Sexy Edition
ESPORTSTMNT02/1260337,SLO,2020,1/23/2020 19:01,1,0,Blue,G2 Arctic,2528,1,15,8,77232,66269,Movistar Riders
ESPORTSTMNT02/1260337,SLO,2020,1/23/2020 19:01,1,0,Red,Movistar Riders,2528,0,8,15,66269,77232,G2 Arctic
ESPORTSTMNT02/1260352,PGN,2020,1/23/2020 19:44,1,0,Blue,Cyberground Gaming,2149,1,27,14,67267,55458,MOBA ROG
ESPORTSTMNT02/1260352,PGN,2020,1/23/2020 19:44,1,0,Red,MOBA ROG,2149,0,14,27,55458,67267,Cyberground Gaming
ESPORTSTMNT03/1311023,PRM,2020,1/23/2020 19:57,1,0,Blue,EURONICS Gaming,1871,1,16,6,56590,45320,OP innogy eSport
ESPORTSTMNT03/1311023,PRM,2020,1/23/2020 19:57,1,0,Red,OP innogy eSport,1871,0,6,16,45320,56590,EURONICS Gaming
ESPORTSTMNT02/1260366,SLO,2020,1/23/2020 20:14,1,0,Blue,x6tence,2174,1,18,6,64576,55199,UCAM Esports Club
ESPORTSTMNT02/1260366,SLO,2020,1/23/2020 20:14,1,0,Red,UCAM Esports Club,2174,0,6,18,55199,64576,x6tence
ESPORTSTMNT03/1311056,LMF,2020,1/23/2020 20:53,1,0,Blue,Undead Gaming,2398,1,12,11,67209,62340,Sinisters
ESPORTSTMNT03/1311056,LMF,2020,1/23/2020 20:53,1,0,Red,Sinisters,2398,0,11,12,62340,67209,Undead Gaming
ESPORTSTMNT03/1311058,PRM,2020,1/23/2020 21:01,1,0,Blue,FC Schalke 04 Evolution,1772,1,11,0,53196,40975,GamerLegion
ESPORTSTMNT03/1311058,PRM,2020,1/23/2020 21:01,1,0,Red,GamerLegion,1772,0,0,11,40975,53196,FC Schalke 04 Evolution
ESPORTSTMNT03/1311106,LMF,2020,1/23/2020 22:26,1,0,Blue,Nocturns Gaming,2850,0,15,17,74176,82659,Furious Gaming Argentina
ESPORTSTMNT03/1311106,LMF,2020,1/23/2020 22:26,1,0,Red,Furious Gaming Argentina,2850,1,17,15,82659,74176,Nocturns Gaming
ESPORTSTMNT03/1311132,LMF,2020,1/23/2020 23:45,1,0,Blue,Malvinas Gaming,3112,0,13,18,91469,88398,River Plate Esports
ESPORTSTMNT03/1311132,LMF,2020,1/23/2020 23:45,1,0,Red,River Plate Esports,3112,1,18,13,88398,91469,Malvinas Gaming
ESPORTSTMNT03/1311159,LMF,2020,1/24/2020 1:11,1,0,Blue,9z Team,1599,0,3,13,38030,48458,Isurus Academy
ESPORTSTMNT03/1311159,LMF,2020,1/24/2020 1:11,1,0,Red,Isurus Academy,1599,1,13,3,48458,38030,9z Team
ESPORTSTMNT03/1311169,LMF,2020,1/24/2020 2:01,1,0,Blue,Coliseo Dragons,2014,0,6,17,49746,60857,Intel New Indians
ESPORTSTMNT03/1311169,LMF,2020,1/24/2020 2:01,1,0,Red,Intel New Indians,2014,1,17,6,60857,49746,Coliseo Dragons
ESPORTSTMNT05/1390161,LEC,2020,1/24/2020 16:17,1,0,Blue,G2 Esports,2059,1,21,14,62116,55143,MAD Lions
ESPORTSTMNT05/1390161,LEC,2020,1/24/2020 16:17,1,0,Red,MAD Lions,2059,0,14,21,55143,62116,G2 Esports
ESPORTSTMNT05/1390170,LEC,2020,1/24/2020 17:40,1,0,Blue,SK Gaming,3049,1,9,10,84951,84491,Team Vitality
ESPORTSTMNT05/1390170,LEC,2020,1/24/2020 17:40,1,0,Red,Team Vitality,3049,0,10,9,84491,84951,SK Gaming
ESPORTSTMNT05/1390196,LEC,2020,1/24/2020 19:00,1,0,Blue,Rogue,2544,1,14,5,76885,66153,Misfits Gaming
ESPORTSTMNT05/1390196,LEC,2020,1/24/2020 19:00,1,0,Red,Misfits Gaming,2544,0,5,14,66153,76885,Rogue
ESPORTSTMNT05/1390202,LEC,2020,1/24/2020 20:11,1,0,Blue,Excel Esports,2392,1,20,18,70752,69246,FC Schalke 04 Esports
ESPORTSTMNT05/1390202,LEC,2020,1/24/2020 20:11,1,0,Red,FC Schalke 04 Esports,2392,0,18,20,69246,70752,Excel Esports
ESPORTSTMNT03/1311243,LMF,2020,1/24/2020 20:51,1,0,Blue,Malvinas Gaming,2832,0,6,17,72788,82235,Furious Gaming Argentina
ESPORTSTMNT03/1311243,LMF,2020,1/24/2020 20:51,1,0,Red,Furious Gaming Argentina,2832,1,17,6,82235,72788,Malvinas Gaming
ESPORTSTMNT05/1390213,LEC,2020,1/24/2020 21:18,1,0,Blue,Fnatic,2554,0,2,15,64450,74540,Origen
ESPORTSTMNT05/1390213,LEC,2020,1/24/2020 21:18,1,0,Red,Origen,2554,1,15,2,74540,64450,Fnatic
ESPORTSTMNT03/1301164,LMF,2020,1/24/2020 22:15,1,0,Blue,Isurus Academy,2097,1,16,10,64859,56688,Undead Gaming
ESPORTSTMNT03/1301164,LMF,2020,1/24/2020 22:15,1,0,Red,Undead Gaming,2097,0,10,16,56688,64859,Isurus Academy
ESPORTSTMNT02/1260525,LCS.A,2020,1/24/2020 23:23,1,0,Blue,Evil Geniuses Academy,1757,0,5,28,44227,53322,Dignitas Academy
ESPORTSTMNT02/1260525,LCS.A,2020,1/24/2020 23:23,1,0,Red,Dignitas Academy,1757,1,28,5,53322,44227,Evil Geniuses Academy
ESPORTSTMNT02/1270462,LCS.A,2020,1/24/2020 23:24,1,0,Blue,Cloud9 Academy,2122,1,20,10,63005,59559,Team Liquid Academy
ESPORTSTMNT02/1270462,LCS.A,2020,1/24/2020 23:24,1,0,Red,Team Liquid Academy,2122,0,10,20,59559,63005,Cloud9 Academy
ESPORTSTMNT03/1301176,LMF,2020,1/24/2020 23:29,1,0,Blue,Nocturns Gaming,2273,1,18,6,72963,57512,9z Team
ESPORTSTMNT03/1301176,LMF,2020,1/24/2020 23:29,1,0,Red,9z Team,2273,0,6,18,57512,72963,Nocturns Gaming
ESPORTSTMNT02/1260533,LCS.A,2020,1/25/2020 0:16,1,0,Blue,TSM Academy,1877,0,10,18,47552,57754,Immortals Academy
ESPORTSTMNT02/1260533,LCS.A,2020,1/25/2020 0:16,1,0,Red,Immortals Academy,1877,1,18,10,57754,47552,TSM Academy
ESPORTSTMNT02/1270475,LCS.A,2020,1/25/2020 0:20,1,0,Blue,FlyQuest Academy,1857,1,23,7,60323,46797,CLG Academy
ESPORTSTMNT02/1270475,LCS.A,2020,1/25/2020 0:20,1,0,Red,CLG Academy,1857,0,7,23,46797,60323,FlyQuest Academy
ESPORTSTMNT03/1301195,LMF,2020,1/25/2020 0:35,1,0,Blue,River Plate Esports,1820,0,3,14,42746,55635,Coliseo Dragons
ESPORTSTMNT03/1301195,LMF,2020,1/25/2020 0:35,1,0,Red,Coliseo Dragons,1820,1,14,3,55635,42746,River Plate Esports
ESPORTSTMNT02/1270478,LCS.A,2020,1/25/2020 1:11,1,0,Blue,Golden Guardians Academy,1845,1,16,7,57716,47920,100 Thieves Academy
ESPORTSTMNT02/1270478,LCS.A,2020,1/25/2020 1:11,1,0,Red,100 Thieves Academy,1845,0,7,16,47920,57716,Golden Guardians Academy
ESPORTSTMNT03/1301198,LMF,2020,1/25/2020 1:29,1,0,Blue,Intel New Indians,2535,1,6,14,75384,72002,Sinisters
ESPORTSTMNT03/1301198,LMF,2020,1/25/2020 1:29,1,0,Red,Sinisters,2535,0,14,6,72002,75384,Intel New Indians
ESPORTSTMNT05/1390233,LEC,2020,1/25/2020 15:22,1,0,Blue,Team Vitality,2127,0,9,14,59226,65519,MAD Lions
ESPORTSTMNT05/1390233,LEC,2020,1/25/2020 15:22,1,0,Red,MAD Lions,2127,1,14,9,65519,59226,Team Vitality
ESPORTSTMNT03/1301223,CBLOL,2020,1/25/2020 15:48,1,0,Blue,paiN Gaming,2436,0,15,23,65754,73505,Flamengo Esports
ESPORTSTMNT03/1301223,CBLOL,2020,1/25/2020 15:48,1,0,Red,Flamengo Esports,2436,1,23,15,73505,65754,paiN Gaming
ESPORTSTMNT05/1390241,LEC,2020,1/25/2020 16:43,1,0,Blue,Excel Esports,1913,0,10,17,53552,58957,Rogue
ESPORTSTMNT05/1390241,LEC,2020,1/25/2020 16:43,1,0,Red,Rogue,1913,1,17,10,58957,53552,Excel Esports
ESPORTSTMNT03/1301228,CBLOL,2020,1/25/2020 17:05,1,0,Blue,Prodigy Esports,1853,1,18,8,55616,45884,Vivo Keyd
ESPORTSTMNT03/1301228,CBLOL,2020,1/25/2020 17:05,1,0,Red,Vivo Keyd,1853,0,8,18,45884,55616,Prodigy Esports
ESPORTSTMNT05/1390249,LEC,2020,1/25/2020 17:38,1,0,Blue,Origen,2272,1,15,4,67535,60002,FC Schalke 04 Esports
ESPORTSTMNT05/1390249,LEC,2020,1/25/2020 17:38,1,0,Red,FC Schalke 04 Esports,2272,0,4,15,60002,67535,Origen
ESPORTSTMNT03/1301242,CBLOL,2020,1/25/2020 18:06,1,0,Blue,INTZ,2518,0,20,32,74218,78092,Redemption eSports Porto Alegre
ESPORTSTMNT03/1301242,CBLOL,2020,1/25/2020 18:06,1,0,Red,Redemption eSports Porto Alegre,2518,1,32,20,78092,74218,INTZ
ESPORTSTMNT05/1390257,LEC,2020,1/25/2020 18:41,1,0,Blue,Fnatic,1201,1,17,5,40741,29422,Misfits Gaming
ESPORTSTMNT05/1390257,LEC,2020,1/25/2020 18:41,1,0,Red,Misfits Gaming,1201,0,5,17,29422,40741,Fnatic
ESPORTSTMNT03/1301251,CBLOL,2020,1/25/2020 19:14,1,0,Blue,FURIA Esports,2082,1,15,9,64999,54735,KaBuM! e-Sports
ESPORTSTMNT03/1301251,CBLOL,2020,1/25/2020 19:14,1,0,Red,KaBuM! e-Sports,2082,0,9,15,54735,64999,FURIA Esports
ESPORTSTMNT05/1390263,LEC,2020,1/25/2020 19:26,1,0,Blue,SK Gaming,1853,0,8,23,48645,60941,G2 Esports
ESPORTSTMNT05/1390263,LEC,2020,1/25/2020 19:26,1,0,Red,G2 Esports,1853,1,23,8,60941,48645,SK Gaming
ESPORTSTMNT02/1270555,LCS,2020,1/25/2020 21:37,1,0,Blue,Cloud9,1474,1,9,3,44824,36474,Team Liquid
ESPORTSTMNT02/1270555,LCS,2020,1/25/2020 21:37,1,0,Red,Team Liquid,1474,0,3,9,36474,44824,Cloud9
ESPORTSTMNT02/1270576,LCS,2020,1/25/2020 22:32,1,0,Blue,Counter Logic Gaming,2413,0,4,15,58186,68539,Dignitas
ESPORTSTMNT02/1270576,LCS,2020,1/25/2020 22:32,1,0,Red,Dignitas,2413,1,15,4,68539,58186,Counter Logic Gaming
ESPORTSTMNT02/1270592,LCS,2020,1/25/2020 23:39,1,0,Blue,100 Thieves,2282,1,14,12,66011,58138,Golden Guardians
ESPORTSTMNT02/1270592,LCS,2020,1/25/2020 23:39,1,0,Red,Golden Guardians,2282,0,12,14,58138,66011,100 Thieves
ESPORTSTMNT02/1270607,LCS,2020,1/26/2020 0:44,1,0,Blue,Immortals,2312,0,8,21,59229,70592,FlyQuest
ESPORTSTMNT02/1270607,LCS,2020,1/26/2020 0:44,1,0,Red,FlyQuest,2312,1,21,8,70592,59229,Immortals
ESPORTSTMNT02/1270641,LCS.A,2020,1/26/2020 2:16,1,0,Blue,Golden Guardians Academy,1840,1,14,4,56306,45268,Cloud9 Academy
ESPORTSTMNT02/1270641,LCS.A,2020,1/26/2020 2:16,1,0,Red,Cloud9 Academy,1840,0,4,14,45268,56306,Golden Guardians Academy
ESPORTSTMNT02/1270693,HM,2020,1/26/2020 12:21,1,0,Blue,RAMS,1995,0,17,20,54536,59829,eSuba
ESPORTSTMNT02/1270693,HM,2020,1/26/2020 12:21,1,0,Red,eSuba,1995,1,20,17,59829,54536,RAMS
ESPORTSTMNT02/1270716,HM,2020,1/26/2020 13:44,1,0,Blue,Team Sampi,2260,0,21,17,66358,63846,Flayn eSports CZSK Edition
ESPORTSTMNT02/1270716,HM,2020,1/26/2020 13:44,1,0,Red,Flayn eSports CZSK Edition,2260,1,17,21,63846,66358,Team Sampi
ESPORTSTMNT02/1270761,HM,2020,1/26/2020 15:14,1,0,Blue,Cyber Gaming,2577,0,20,19,78027,77298,Inside Games
ESPORTSTMNT02/1270761,HM,2020,1/26/2020 15:14,1,0,Red,Inside Games,2577,1,19,20,77298,78027,Cyber Gaming
ESPORTSTMNT02/1270766,GLL,2020,1/26/2020 15:26,1,0,Blue,Gamespace Mediterranean College Esports,1686,0,12,30,45853,60201,Greek Regenesis eSports
ESPORTSTMNT02/1270766,GLL,2020,1/26/2020 15:26,1,0,Red,Greek Regenesis eSports,1686,1,30,12,60201,45853,Gamespace Mediterranean College Esports
ESPORTSTMNT02/1270773,GLL,2020,1/26/2020 15:56,1,0,Blue,Team Refuse,1427,1,27,12,52026,38223,LUL Esports
ESPORTSTMNT02/1270773,GLL,2020,1/26/2020 15:56,1,0,Red,LUL Esports,1427,0,12,27,38223,52026,Team Refuse
ESPORTSTMNT03/1301276,CBLOL,2020,1/26/2020 16:00,1,0,Blue,Flamengo Esports,1824,1,25,13,58273,49224,Vivo Keyd
ESPORTSTMNT03/1301276,CBLOL,2020,1/26/2020 16:00,1,0,Red,Vivo Keyd,1824,0,13,25,49224,58273,Flamengo Esports
ESPORTSTMNT02/1270779,HM,2020,1/26/2020 16:36,1,0,Blue,Vikingekrig Esports,2099,0,7,16,51528,65429,BRUTE
ESPORTSTMNT02/1270779,HM,2020,1/26/2020 16:36,1,0,Red,BRUTE,2099,1,16,7,65429,51528,Vikingekrig Esports
ESPORTSTMNT03/1301284,CBLOL,2020,1/26/2020 17:00,1,0,Blue,Prodigy Esports,2044,1,22,6,69083,54352,FURIA Esports
ESPORTSTMNT03/1301284,CBLOL,2020,1/26/2020 17:00,1,0,Red,FURIA Esports,2044,0,6,22,54352,69083,Prodigy Esports
ESPORTSTMNT02/1270793,GLL,2020,1/26/2020 17:09,1,0,Blue,Intrepid Fox Gaming,1958,1,28,18,62665,56532,WLGaming Esports
ESPORTSTMNT02/1270793,GLL,2020,1/26/2020 17:09,1,0,Red,WLGaming Esports,1958,0,18,28,56532,62665,Intrepid Fox Gaming
ESPORTSTMNT02/1270808,GLL,2020,1/26/2020 17:43,1,0,Blue,Laughing Coffins,2151,1,20,10,63882,63136,Pyrsos Esports
ESPORTSTMNT02/1270808,GLL,2020,1/26/2020 17:43,1,0,Red,Pyrsos Esports,2151,0,10,20,63136,63882,Laughing Coffins
ESPORTSTMNT02/1270809,HM,2020,1/26/2020 17:45,1,0,Blue,BRUTE,1708,0,4,18,41029,54611,Cyber Gaming
ESPORTSTMNT02/1270809,HM,2020,1/26/2020 17:45,1,0,Red,Cyber Gaming,1708,1,18,5,54611,41029,BRUTE
ESPORTSTMNT03/1301287,CBLOL,2020,1/26/2020 17:55,1,0,Blue,Redemption eSports Porto Alegre,1443,1,22,3,47414,36105,KaBuM! e-Sports
ESPORTSTMNT03/1301287,CBLOL,2020,1/26/2020 17:55,1,0,Red,KaBuM! e-Sports,1443,0,3,22,36105,47414,Redemption eSports Porto Alegre
ESPORTSTMNT03/1301300,CBLOL,2020,1/26/2020 18:41,1,0,Blue,INTZ,2077,0,4,11,53904,62904,paiN Gaming
ESPORTSTMNT03/1301300,CBLOL,2020,1/26/2020 18:41,1,0,Red,paiN Gaming,2077,1,11,4,62904,53904,INTZ
ESPORTSTMNT02/1270826,HM,2020,1/26/2020 18:48,1,0,Blue,RAMS,2118,0,12,23,59212,66973,Vikingekrig Esports
ESPORTSTMNT02/1270826,HM,2020,1/26/2020 18:48,1,0,Red,Vikingekrig Esports,2118,1,23,12,66973,59212,RAMS
ESPORTSTMNT02/1270837,LCS,2020,1/26/2020 19:20,1,0,Blue,Dignitas,1687,1,12,2,51669,41797,Evil Geniuses
ESPORTSTMNT02/1270837,LCS,2020,1/26/2020 19:20,1,0,Red,Evil Geniuses,1687,0,2,12,41797,51669,Dignitas
ESPORTSTMNT02/1270856,HM,2020,1/26/2020 20:04,1,0,Blue,eSuba,2778,1,29,20,83287,77046,Flayn eSports CZSK Edition
ESPORTSTMNT02/1270856,HM,2020,1/26/2020 20:04,1,0,Red,Flayn eSports CZSK Edition,2778,0,20,29,77046,83287,eSuba
ESPORTSTMNT02/1270857,LCS,2020,1/26/2020 20:35,1,0,Blue,TSM,3680,0,9,9,90328,96558,Immortals
ESPORTSTMNT02/1270857,LCS,2020,1/26/2020 20:35,1,0,Red,Immortals,3680,1,9,9,96558,90328,TSM
ESPORTSTMNT02/1270863,HM,2020,1/26/2020 21:18,1,0,Blue,Inside Games,1931,0,5,20,50821,61440,Team Sampi
ESPORTSTMNT02/1270863,HM,2020,1/26/2020 21:18,1,0,Red,Team Sampi,1931,1,20,5,61440,50821,Inside Games
ESPORTSTMNT02/1270866,LCS,2020,1/26/2020 22:02,1,0,Blue,Golden Guardians,2018,0,7,19,54084,65077,Cloud9
ESPORTSTMNT02/1270866,LCS,2020,1/26/2020 22:02,1,0,Red,Cloud9,2018,1,19,7,65077,54084,Golden Guardians
ESPORTSTMNT02/1270874,LCS,2020,1/26/2020 22:57,1,0,Blue,FlyQuest,1889,1,19,6,57960,49463,Counter Logic Gaming
ESPORTSTMNT02/1270874,LCS,2020,1/26/2020 22:57,1,0,Red,Counter Logic Gaming,1889,0,6,19,49463,57960,FlyQuest
ESPORTSTMNT02/1270886,LCS.A,2020,1/27/2020 0:03,1,0,Blue,CLG Academy,1503,0,4,21,36569,50672,Dignitas Academy
ESPORTSTMNT02/1270886,LCS.A,2020,1/27/2020 0:03,1,0,Red,Dignitas Academy,1503,1,21,4,50672,36569,CLG Academy
ESPORTSTMNT01/1290219,SLO,2020,1/27/2020 15:25,1,0,Blue,Vodafone Giants.Spain,1929,1,12,7,58611,50437,BCN Squad
ESPORTSTMNT01/1290219,SLO,2020,1/27/2020 15:25,1,0,Red,BCN Squad,1929,0,7,12,50437,58611,Vodafone Giants.Spain
ESPORTSTMNT02/1260921,GLL,2020,1/27/2020 16:16,1,0,Blue,WLGaming Esports,1662,1,20,5,54805,39213,Laughing Coffins
ESPORTSTMNT02/1260921,GLL,2020,1/27/2020 16:16,1,0,Red,Laughing Coffins,1662,0,5,20,39213,54805,WLGaming Esports
ESPORTSTMNT01/1300219,SLO,2020,1/27/2020 16:54,1,0,Blue,S2V Esports,2062,0,4,11,54054,63461,UCAM Esports Club
ESPORTSTMNT01/1300219,SLO,2020,1/27/2020 16:54,1,0,Red,UCAM Esports Club,2062,1,11,4,63461,54054,S2V Esports
ESPORTSTMNT02/1270951,BL,2020,1/27/2020 17:17,1,0,Blue,KV Mechelen Esports,1831,0,16,29,48505,57946,Timeout Esports
ESPORTSTMNT02/1270951,BL,2020,1/27/2020 17:17,1,0,Red,Timeout Esports,1831,1,29,16,57946,48505,KV Mechelen Esports
ESPORTSTMNT02/1260945,GLL,2020,1/27/2020 17:23,1,0,Blue,Greek Regenesis eSports,2190,1,36,21,72876,64833,LUL Esports
ESPORTSTMNT02/1260945,GLL,2020,1/27/2020 17:23,1,0,Red,LUL Esports,2190,0,21,37,64833,72876,Greek Regenesis eSports
ESPORTSTMNT02/1270960,EBL,2020,1/27/2020 17:44,1,0,Blue,ŠAIM SE SuppUp,1902,1,14,5,57060,46844,WarKidZ E-Sports
ESPORTSTMNT02/1270960,EBL,2020,1/27/2020 17:44,1,0,Red,WarKidZ E-Sports,1902,0,5,14,46844,57060,ŠAIM SE SuppUp
ESPORTSTMNT01/1300221,SLO,2020,1/27/2020 17:52,1,0,Blue,Vodafone Giants.Spain,2000,1,20,5,60304,49997,x6tence
ESPORTSTMNT01/1300221,SLO,2020,1/27/2020 17:52,1,0,Red,x6tence,2000,0,5,20,49997,60304,Vodafone Giants.Spain
ESPORTSTMNT02/1260961,BL,2020,1/27/2020 18:07,1,0,Blue,RSC Anderlecht Esports,1963,0,5,15,48014,57597,Aethra Esports
ESPORTSTMNT02/1260961,BL,2020,1/27/2020 18:07,1,0,Red,Aethra Esports,1963,1,15,5,57597,48014,RSC Anderlecht Esports
ESPORTSTMNT02/1270983,EBL,2020,1/27/2020 18:45,1,0,Blue,Crvena zvezda Esports,1689,1,21,8,52817,45308,Elementaries Esport Club
ESPORTSTMNT02/1270983,EBL,2020,1/27/2020 18:45,1,0,Red,Elementaries Esport Club,1689,0,8,21,45308,52817,Crvena zvezda Esports
ESPORTSTMNT02/1260972,GLL,2020,1/27/2020 18:52,1,0,Blue,Pyrsos Esports,1682,0,12,30,41732,53846,Intrepid Fox Gaming
ESPORTSTMNT02/1260972,GLL,2020,1/27/2020 18:52,1,0,Red,Intrepid Fox Gaming,1682,1,30,12,53846,41732,Pyrsos Esports
ESPORTSTMNT02/1270987,BL,2020,1/27/2020 18:56,1,0,Blue,Brussels Guardians,1917,0,11,20,49209,59489,Timeout Esports
ESPORTSTMNT02/1270987,BL,2020,1/27/2020 18:56,1,0,Red,Timeout Esports,1917,1,20,11,59489,49209,Brussels Guardians
ESPORTSTMNT01/1300231,SLO,2020,1/27/2020 18:59,1,0,Blue,BCN Squad,1914,1,17,4,59183,48905,eMonkeyz
ESPORTSTMNT01/1300231,SLO,2020,1/27/2020 18:59,1,0,Red,eMonkeyz,1914,0,4,17,48905,59183,BCN Squad
ESPORTSTMNT02/1260990,GLL,2020,1/27/2020 19:41,1,0,Blue,Team Refuse,2163,0,19,19,60646,69995,Gamespace Mediterranean College Esports
ESPORTSTMNT02/1260990,GLL,2020,1/27/2020 19:41,1,0,Red,Gamespace Mediterranean College Esports,2163,1,19,19,69995,60646,Team Refuse
ESPORTSTMNT02/1271007,LPLOL,2020,1/27/2020 19:42,1,0,Blue,GeekCase eSports,2165,0,8,13,59170,67725,EGN Esports
ESPORTSTMNT02/1271007,LPLOL,2020,1/27/2020 19:42,1,0,Red,EGN Esports,2165,1,13,8,67725,59170,GeekCase eSports
ESPORTSTMNT02/1271009,EBL,2020,1/27/2020 19:47,1,0,Blue,ŠAIM SE,1781,1,19,3,57043,41651,Level Up esports
ESPORTSTMNT02/1271009,EBL,2020,1/27/2020 19:47,1,0,Red,Level Up esports,1781,0,3,19,41651,57043,ŠAIM SE
ESPORTSTMNT01/1300238,SLO,2020,1/27/2020 19:56,1,0,Blue,MAD Lions Madrid,1587,1,10,1,49292,38805,G2 Arctic
ESPORTSTMNT01/1300238,SLO,2020,1/27/2020 19:56,1,0,Red,G2 Arctic,1587,0,1,10,38805,49292,MAD Lions Madrid
ESPORTSTMNT02/1261002,BL,2020,1/27/2020 20:12,1,0,Blue,RSC Anderlecht Esports,1598,0,10,35,40085,57166,Sector One
ESPORTSTMNT02/1261002,BL,2020,1/27/2020 20:12,1,0,Red,Sector One,1598,1,35,10,57166,40085,RSC Anderlecht Esports
ESPORTSTMNT02/1271030,EBL,2020,1/27/2020 20:44,1,0,Blue,Upper Echelon,1971,1,21,7,59092,48434,WiLD MultiGaming
ESPORTSTMNT02/1271030,EBL,2020,1/27/2020 20:44,1,0,Red,WiLD MultiGaming,1971,0,7,21,48434,59092,Upper Echelon
ESPORTSTMNT01/1300239,SLO,2020,1/27/2020 20:49,1,0,Blue,Movistar Riders,2042,1,20,8,63146,51887,Team Queso
ESPORTSTMNT01/1300239,SLO,2020,1/27/2020 20:49,1,0,Red,Team Queso,2042,0,8,20,51887,63146,Movistar Riders
ESPORTSTMNT03/1301368,LHE,2020,1/27/2020 21:02,1,0,Blue,Humanoids5,2168,1,16,13,62450,56866,Universidad Católica Esports
ESPORTSTMNT03/1301368,LHE,2020,1/27/2020 21:02,1,0,Red,Universidad Católica Esports,2168,0,13,16,56866,62450,Humanoids5
ESPORTSTMNT02/1261024,LPLOL,2020,1/27/2020 21:10,1,0,Blue,Cidade Curiosa Esports,2370,0,9,23,58300,71390,Estoril Praia eSports
ESPORTSTMNT02/1261024,LPLOL,2020,1/27/2020 21:10,1,0,Red,Estoril Praia eSports,2370,1,23,9,71390,58300,Cidade Curiosa Esports
ESPORTSTMNT02/1271051,LCS.A,2020,1/27/2020 21:46,1,0,Blue,FlyQuest Academy,1818,1,9,5,53407,44288,Immortals Academy
ESPORTSTMNT02/1271051,LCS.A,2020,1/27/2020 21:46,1,0,Red,Immortals Academy,1818,0,5,9,44288,53407,FlyQuest Academy
ESPORTSTMNT03/1301373,LHE,2020,1/27/2020 21:59,1,0,Blue,ACE 1,1779,0,5,12,43911,58591,Valorous
ESPORTSTMNT03/1301373,LHE,2020,1/27/2020 21:59,1,0,Red,Valorous,1779,1,12,5,58591,43911,ACE 1
ESPORTSTMNT02/1261037,LPLOL,2020,1/27/2020 22:15,1,0,Blue,Boavista FC,2168,0,6,12,58879,69453,For The Win Esports
